date,ex,ey,ez
2452640.5,-0.17116679,0.88381234,0.38317609
2452641.5,-0.18835706,0.88084952,0.38189206
2452642.5,-0.2054883,0.87760963,0.38048785
2452643.5,-0.22255475,0.87409376,0.37896389
2452644.5,-0.23955074,0.87030318,0.37732071
2452645.5,-0.25647067,0.86623931,0.37555889
2452646.5,-0.27330908,0.8619037,0.37367911
2452647.5,-0.29006057,0.857298,0.37168209
2452648.5,-0.30671986,0.85242396,0.36956857
2452649.5,-0.32328177,0.84728339,0.36733937
2452650.5,-0.33974121,0.84187821,0.36499532
2452651.5,-0.35609317,0.83621036,0.3625373
2452652.5,-0.37233271,0.83028188,0.35996621
2452653.5,-0.388455,0.82409485,0.35728297
2452654.5,-0.4044553,0.81765141,0.35448855
2452655.5,-0.42032892,0.81095373,0.35158393
2452656.5,-0.4360713,0.80400401,0.34857008
2452657.5,-0.45167792,0.79680446,0.345448
2452658.5,-0.46714433,0.78935732,0.3422187
2452659.5,-0.48246612,0.78166478,0.33888314
2452660.5,-0.49763888,0.77372907,0.33544232
2452661.5,-0.51265819,0.76555238,0.3318972
2452662.5,-0.5275196,0.75713698,0.32824876
2452663.5,-0.54221858,0.74848515,0.32449796
2452664.5,-0.55675057,0.73959925,0.32064583
2452665.5,-0.57111093,0.73048178,0.3166934
2452666.5,-0.58529502,0.72113533,0.31264177
2452667.5,-0.59929815,0.71156266,0.3084921
2452668.5,-0.61311566,0.70176668,0.30424559
2452669.5,-0.62674294,0.69175048,0.29990355
2452670.5,-0.64017543,0.68151729,0.29546735
2452671.5,-0.65340868,0.67107051,0.29093844
2452672.5,-0.66643836,0.66041365,0.28631831
2452673.5,-0.67926027,0.64955038,0.28160854
2452674.5,-0.69187036,0.63848441,0.27681074
2452675.5,-0.70426474,0.62721956,0.27192657
2452676.5,-0.71643963,0.6157597,0.26695772
2452677.5,-0.72839142,0.60410874,0.2619059
2452678.5,-0.74011661,0.59227064,0.25677285
2452679.5,-0.75161184,0.58024938,0.25156031
2452680.5,-0.76287387,0.56804897,0.24627005
2452681.5,-0.77389957,0.55567345,0.24090385
2452682.5,-0.78468594,0.54312686,0.23546349
2452683.5,-0.79523011,0.53041326,0.22995076
2452684.5,-0.8055293,0.51753669,0.22436746
2452685.5,-0.81558086,0.50450116,0.21871535
2452686.5,-0.82538221,0.49131067,0.21299618
2452687.5,-0.83493086,0.47796915,0.2072117
2452688.5,-0.84422433,0.46448049,0.20136359
2452689.5,-0.85326013,0.45084857,0.19545355
2452690.5,-0.86203576,0.43707724,0.18948322
2452691.5,-0.87054867,0.42317039,0.18345429
2452692.5,-0.87879627,0.409132,0.17736843
2452693.5,-0.88677597,0.39496611,0.17122736
2452694.5,-0.89448515,0.3806769,0.16503286
2452695.5,-0.90192126,0.36626869,0.15878675
2452696.5,-0.90908183,0.35174589,0.15249092
2452697.5,-0.91596446,0.33711306,0.14614729
2452698.5,-0.92256688,0.32237484,0.13975786
2452699.5,-0.92888697,0.30753599,0.13332467
2452700.5,-0.93492274,0.29260133,0.12684979
2452701.5,-0.94067236,0.27757574,0.12033535
2452702.5,-0.94613418,0.26246415,0.11378347
2452703.5,-0.95130669,0.2472715,0.10719631
2452704.5,-0.95618855,0.23200275,0.10057604
2452705.5,-0.96077858,0.21666288,0.09392483
2452706.5,-0.96507572,0.20125682,0.08724485
2452707.5,-0.96907908,0.18578951,0.08053827
2452708.5,-0.97278788,0.17026587,0.07380723
2452709.5,-0.97620148,0.15469078,0.0670539
2452710.5,-0.97931938,0.1390691,0.06028041
2452711.5,-0.98214118,0.12340564,0.05348887
2452712.5,-0.98466662,0.10770514,0.04668137
2452713.5,-0.98689554,0.09197231,0.03985998
2452714.5,-0.98882785,0.07621174,0.03302672
2452715.5,-0.99046356,0.06042797,0.02618356
2452716.5,-0.99180268,0.04462542,0.01933244
2452717.5,-0.99284523,0.02880846,0.01247524
2452718.5,-0.99359117,0.01298141,0.00561382
2452719.5,-0.99404043,-0.00285139,-0.00124998
2452720.5,-0.9941929,-0.01868557,-0.00811429
2452721.5,-0.99404842,-0.03451668,-0.01497725
2452722.5,-0.9936069,-0.05034017,-0.02183691
2452723.5,-0.9928683,-0.06615138,-0.0286913
2452724.5,-0.99183267,-0.08194558,-0.0355384
2452725.5,-0.99050021,-0.09771797,-0.04237617
2452726.5,-0.98887122,-0.11346369,-0.0492025
2452727.5,-0.98694619,-0.12917785,-0.0560153
2452728.5,-0.98472573,-0.14485554,-0.06281244
2452729.5,-0.98221063,-0.16049185,-0.06959179
2452730.5,-0.9794018,-0.17608189,-0.07635121
2452731.5,-0.97630033,-0.19162078,-0.08308859
2452732.5,-0.97290743,-0.20710368,-0.0898018
2452733.5,-0.96922449,-0.2225258,-0.09648875
2452734.5,-0.96525298,-0.2378824,-0.10314734
2452735.5,-0.96099454,-0.25316881,-0.10977552
2452736.5,-0.95645091,-0.2683804,-0.11637127
2452737.5,-0.95162395,-0.28351263,-0.12293258
2452738.5,-0.94651564,-0.29856106,-0.12945748
2452739.5,-0.94112802,-0.31352128,-0.13594406
2452740.5,-0.93546328,-0.32838904,-0.14239042
2452741.5,-0.92952365,-0.34316013,-0.14879474
2452742.5,-0.92331144,-0.35783051,-0.15515522
2452743.5,-0.91682899,-0.37239621,-0.16147015
2452744.5,-0.91007865,-0.38685341,-0.16773786
2452745.5,-0.90306274,-0.40119837,-0.17395675
2452746.5,-0.89578351,-0.41542741,-0.18012525
2452747.5,-0.88824314,-0.42953689,-0.18624182
2452748.5,-0.88044376,-0.44352312,-0.19230491
2452749.5,-0.87238745,-0.45738238,-0.19831294
2452750.5,-0.86407633,-0.47111083,-0.20426431
2452751.5,-0.85551259,-0.4847046,-0.21015738
2452752.5,-0.8466985,-0.49815972,-0.21599045
2452753.5,-0.83763647,-0.51147222,-0.22176183
2452754.5,-0.82832907,-0.52463812,-0.2274698
2452755.5,-0.81877896,-0.53765343,-0.23311265
2452756.5,-0.80898897,-0.55051423,-0.23868867
2452757.5,-0.79896205,-0.56321661,-0.24419614
2452758.5,-0.78870128,-0.57575673,-0.2496334
2452759.5,-0.77820984,-0.58813079,-0.25499878
2452760.5,-0.76749105,-0.60033509,-0.26029065
2452761.5,-0.75654834,-0.61236599,-0.26550741
2452762.5,-0.74538522,-0.62421994,-0.27064748
2452763.5,-0.73400533,-0.63589348,-0.27570934
2452764.5,-0.72241238,-0.64738324,-0.2806915
2452765.5,-0.71061017,-0.65868599,-0.28559251
2452766.5,-0.69860256,-0.66979855,-0.29041099
2452767.5,-0.6863935,-0.68071792,-0.2951456
2452768.5,-0.67398696,-0.69144118,-0.29979503
2452769.5,-0.66138697,-0.70196554,-0.30435809
2452770.5,-0.64859756,-0.71228835,-0.30883359
2452771.5,-0.63562278,-0.72240709,-0.31322044
2452772.5,-0.62246663,-0.73231935,-0.31751761
2452773.5,-0.60913304,-0.74202284,-0.32172413
2452774.5,-0.59562588,-0.75151532,-0.32583904
2452775.5,-0.58194888,-0.76079461,-0.32986146
2452776.5,-0.56810574,-0.76985848,-0.33379046
2452777.5,-0.55410007,-0.77870468,-0.33762512
2452778.5,-0.53993551,-0.78733087,-0.34136447
2452779.5,-0.52561574,-0.79573468,-0.34500752
2452780.5,-0.51114454,-0.80391368,-0.34855324
2452781.5,-0.49652579,-0.81186544,-0.35200059
2452782.5,-0.4817635,-0.81958755,-0.35534855
2452783.5,-0.46686178,-0.82707766,-0.35859609
2452784.5,-0.45182488,-0.83433345,-0.3617422
2452785.5,-0.43665712,-0.84135272,-0.36478589
2452786.5,-0.42136291,-0.84813329,-0.36772622
2452787.5,-0.40594676,-0.85467311,-0.37056227
2452788.5,-0.39041326,-0.86097019,-0.37329316
2452789.5,-0.37476706,-0.86702267,-0.37591804
2452790.5,-0.35901288,-0.87282877,-0.37843611
2452791.5,-0.34315553,-0.87838682,-0.38084662
2452792.5,-0.32719983,-0.88369528,-0.38314887
2452793.5,-0.31115068,-0.88875271,-0.38534221
2452794.5,-0.29501299,-0.89355782,-0.38742605
2452795.5,-0.27879171,-0.89810946,-0.38939987
2452796.5,-0.26249178,-0.90240657,-0.39126318
2452797.5,-0.24611812,-0.90644827,-0.3930156
2452798.5,-0.22967563,-0.91023379,-0.39465679
2452799.5,-0.21316915,-0.91376249,-0.39618646
2452800.5,-0.19660345,-0.91703383,-0.39760441
2452801.5,-0.17998321,-0.92004736,-0.39891048
2452802.5,-0.16331296,-0.92280272,-0.40010452
2452803.5,-0.14659718,-0.92529953,-0.40118643
2452804.5,-0.12984019,-0.92753742,-0.40215609
2452805.5,-0.11304631,-0.92951596,-0.40301336
2452806.5,-0.0962198,-0.9312347,-0.4037581
2452807.5,-0.07936497,-0.9326931,-0.40439009
2452808.5,-0.0624862,-0.93389062,-0.40490914
2452809.5,-0.04558796,-0.93482672,-0.40531501
2452810.5,-0.0286748,-0.93550091,-0.4056075
2452811.5,-0.01175138,-0.93591273,-0.40578639
2452812.5,0.00517758,-0.93606181,-0.40585153
2452813.5,0.02210729,-0.93594789,-0.40580276
2452814.5,0.03903289,-0.93557075,-0.40563998
2452815.5,0.0559495,-0.93493032,-0.40536312
2452816.5,0.07285218,-0.93402659,-0.40497216
2452817.5,0.08973595,-0.93285967,-0.40446712
2452818.5,0.10659579,-0.93142977,-0.40384805
2452819.5,0.12342669,-0.92973723,-0.40311507
2452820.5,0.14022358,-0.9277825,-0.40226835
2452821.5,0.15698141,-0.92556617,-0.40130811
2452822.5,0.17369512,-0.92308895,-0.40023463
2452823.5,0.1903597,-0.92035169,-0.39904828
2452824.5,0.20697016,-0.91735539,-0.39774946
2452825.5,0.22352159,-0.91410117,-0.39633865
2452826.5,0.24000916,-0.91059026,-0.3948164
2452827.5,0.25642814,-0.90682401,-0.3931833
2452828.5,0.27277394,-0.90280384,-0.39144
2452829.5,0.28904205,-0.89853125,-0.38958716
2452830.5,0.30522814,-0.89400775,-0.3876255
2452831.5,0.32132798,-0.88923487,-0.38555571
2452832.5,0.33733742,-0.88421411,-0.38337849
2452833.5,0.35325241,-0.87894692,-0.38109451
2452834.5,0.3690689,-0.8734347,-0.37870442
2452835.5,0.38478284,-0.86767884,-0.37620884
2452836.5,0.40039015,-0.86168069,-0.37360837
2452837.5,0.41588667,-0.8554416,-0.37090361
2452838.5,0.43126818,-0.84896298,-0.36809517
2452839.5,0.44653041,-0.8422463,-0.36518365
2452840.5,0.46166904,-0.83529309,-0.36216973
2452841.5,0.47667971,-0.82810498,-0.35905407
2452842.5,0.49155804,-0.8206837,-0.35583739
2452843.5,0.50629965,-0.81303105,-0.35252047
2452844.5,0.52090013,-0.80514895,-0.34910408
2452845.5,0.53535509,-0.7970394,-0.34558909
2452846.5,0.54966014,-0.78870453,-0.34197637
2452847.5,0.56381088,-0.78014655,-0.33826685
2452848.5,0.57780294,-0.7713678,-0.33446153
2452849.5,0.59163198,-0.76237077,-0.33056145
2452850.5,0.6052937,-0.75315803,-0.32656771
2452851.5,0.61878389,-0.74373232,-0.32248149
2452852.5,0.63209839,-0.73409651,-0.31830401
2452853.5,0.64523319,-0.72425355,-0.31403657
2452854.5,0.65818441,-0.71420651,-0.30968051
2452855.5,0.67094831,-0.70395855,-0.30523721
2452856.5,0.68352131,-0.69351283,-0.30070809
2452857.5,0.69589997,-0.68287258,-0.29609458
2452858.5,0.70808102,-0.67204098,-0.2913981
2452859.5,0.72006128,-0.66102122,-0.28662007
2452860.5,0.73183769,-0.64981643,-0.28176189
2452861.5,0.74340724,-0.63842968,-0.27682493
2452862.5,0.75476697,-0.62686402,-0.27181055
2452863.5,0.7659139,-0.61512245,-0.26672004
2452864.5,0.77684507,-0.60320796,-0.26155473
2452865.5,0.78755746,-0.59112354,-0.2563159
2452866.5,0.79804802,-0.57887221,-0.25100487
2452867.5,0.80831369,-0.56645707,-0.24562293
2452868.5,0.81835139,-0.55388125,-0.24017145
2452869.5,0.82815802,-0.54114798,-0.23465179
2452870.5,0.8377305,-0.52826055,-0.22906535
2452871.5,0.84706579,-0.51522235,-0.22341358
2452872.5,0.85616083,-0.50203686,-0.21769794
2452873.5,0.86501263,-0.48870761,-0.21191994
2452874.5,0.87361821,-0.47523826,-0.20608114
2452875.5,0.88197465,-0.46163254,-0.20018312
2452876.5,0.89007906,-0.44789428,-0.19422753
2452877.5,0.89792862,-0.43402743,-0.18821606
2452878.5,0.9055206,-0.42003606,-0.18215044
2452879.5,0.91285236,-0.40592433,-0.17603247
2452880.5,0.91992139,-0.39169652,-0.16986403
2452881.5,0.92672534,-0.37735701,-0.163647
2452882.5,0.93326206,-0.36291023,-0.15738335
2452883.5,0.93952957,-0.34836065,-0.15107503
2452884.5,0.94552607,-0.33371273,-0.14472402
2452885.5,0.95124996,-0.3189709,-0.13833228
2452886.5,0.95669975,-0.30413954,-0.13190176
2452887.5,0.96187409,-0.28922296,-0.12543436
2452888.5,0.9667717,-0.2742254,-0.11893196
2452889.5,0.97139136,-0.25915106,-0.11239639
2452890.5,0.97573191,-0.24400405,-0.10582948
2452891.5,0.97979218,-0.22878847,-0.09923299
2452892.5,0.983571,-0.21350839,-0.0926087
2452893.5,0.98706722,-0.19816787,-0.08595835
2452894.5,0.99027967,-0.182771,-0.07928371
2452895.5,0.99320718,-0.16732189,-0.07258653
2452896.5,0.99584861,-0.15182469,-0.06586859
2452897.5,0.99820282,-0.13628362,-0.05913168
2452898.5,1.00026871,-0.12070294,-0.05237764
2452899.5,1.00204523,-0.10508697,-0.04560829
2452900.5,1.00353137,-0.08944009,-0.03882552
2452901.5,1.00472618,-0.07376675,-0.03203121
2452902.5,1.00562878,-0.05807146,-0.0252273
2452903.5,1.00623833,-0.04235877,-0.01841573
2452904.5,1.0065541,-0.02663334,-0.01159851
2452905.5,1.00657542,-0.01089988,-0.00477764
2452906.5,1.00630172,0.0048368,0.00204478
2452907.5,1.00573259,0.02057183,0.00886665
2452908.5,1.00486774,0.03630022,0.0156858
2452909.5,1.0037071,0.05201698,0.02250004
2452910.5,1.0022508,0.06771707,0.02930716
2452911.5,1.00049919,0.08339546,0.03610495
2452912.5,0.99845281,0.09904721,0.0428912
2452913.5,0.9961124,0.11466744,0.04966376
2452914.5,0.99347881,0.13025142,0.05642054
2452915.5,0.99055301,0.14579448,0.06315947
2452916.5,0.98733603,0.16129209,0.06987857
2452917.5,0.98382893,0.17673978,0.07657587
2452918.5,0.98003281,0.19213317,0.08324947
2452919.5,0.97594878,0.20746793,0.08989749
2452920.5,0.97157796,0.22273975,0.09651807
2452921.5,0.96692149,0.23794437,0.10310938
2452922.5,0.96198051,0.25307752,0.10966959
2452923.5,0.95675618,0.26813494,0.11619686
2452924.5,0.95124969,0.28311234,0.12268938
2452925.5,0.94546228,0.29800544,0.12914532
2452926.5,0.9393952,0.31280993,0.13556284
2452927.5,0.93304977,0.32752145,0.14194007
2452928.5,0.92642739,0.34213565,0.14827517
2452929.5,0.91952948,0.35664815,0.15456626
2452930.5,0.91235758,0.37105452,0.16081145
2452931.5,0.90491329,0.38535032,0.16700883
2452932.5,0.89719827,0.39953108,0.17315649
2452933.5,0.88921432,0.41359229,0.17925248
2452934.5,0.88096332,0.42752939,0.18529483
2452935.5,0.87244731,0.44133781,0.19128155
2452936.5,0.86366848,0.45501291,0.19721063
2452937.5,0.85462921,0.46855008,0.20308003
2452938.5,0.84533212,0.4819447,0.20888771
2452939.5,0.83578003,0.49519227,0.21463168
2452940.5,0.82597597,0.50828837,0.22030997
2452941.5,0.81592313,0.52122875,0.22592069
2452942.5,0.8056248,0.53400933,0.23146202
2452943.5,0.79508436,0.54662616,0.23693224
2452944.5,0.78430519,0.55907547,0.24232967
2452945.5,0.77329071,0.57135357,0.24765271
2452946.5,0.76204432,0.58345689,0.2528998
2452947.5,0.75056941,0.59538192,0.25806945
2452948.5,0.73886938,0.60712521,0.26316015
2452949.5,0.72694764,0.61868336,0.26817046
2452950.5,0.71480759,0.63005301,0.27309896
2452951.5,0.70245265,0.64123084,0.27794421
2452952.5,0.68988626,0.65221354,0.28270482
2452953.5,0.6771119,0.66299782,0.2873794
2452954.5,0.66413306,0.67358041,0.29196656
2452955.5,0.65095328,0.68395807,0.29646492
2452956.5,0.63757614,0.69412755,0.3008731
2452957.5,0.6240053,0.70408562,0.30518973
2452958.5,0.61024445,0.71382906,0.30941343
2452959.5,0.59629737,0.72335466,0.31354283
2452960.5,0.5821679,0.73265921,0.31757655
2452961.5,0.56785997,0.74173952,0.32151322
2452962.5,0.55337763,0.7505924,0.32535146
2452963.5,0.53872504,0.75921468,0.32908987
2452964.5,0.52390648,0.76760318,0.33272706
2452965.5,0.50892644,0.77575481,0.33626166
2452966.5,0.49378957,0.78366652,0.33969231
2452967.5,0.47850072,0.79133539,0.34301768
2452968.5,0.46306489,0.79875866,0.34623655
2452969.5,0.44748724,0.80593378,0.34934774
2452970.5,0.43177297,0.81285841,0.35235021
2452971.5,0.41592729,0.81953039,0.35524299
2452972.5,0.39995541,0.82594775,0.35802522
2452973.5,0.38386246,0.83210865,0.36069609
2452974.5,0.36765357,0.83801138,0.36325486
2452975.5,0.35133377,0.84365429,0.36570084
2452976.5,0.33490808,0.84903583,0.36803338
2452977.5,0.3183815,0.85415451,0.37025184
2452978.5,0.30175898,0.8590089,0.37235564
2452979.5,0.28504548,0.86359761,0.37434421
2452980.5,0.26824593,0.86791931,0.37621701
2452981.5,0.25136526,0.87197273,0.3779735
2452982.5,0.2344084,0.87575663,0.37961318
2452983.5,0.21738029,0.87926981,0.38113556
2452984.5,0.20028586,0.88251111,0.38254017
2452985.5,0.18313008,0.88547939,0.38382653
2452986.5,0.16591794,0.88817357,0.38499419
2452987.5,0.14865445,0.89059257,0.3860427
2452988.5,0.13134471,0.89273538,0.38697163
2452989.5,0.11399383,0.89460099,0.38778054
2452990.5,0.09660701,0.89618847,0.38846901
2452991.5,0.07918954,0.89749689,0.38903664
2452992.5,0.06174681,0.89852543,0.38948303
2452993.5,0.04428432,0.89927332,0.38980782
2452994.5,0.0268077,0.8997399,0.39001069
2452995.5,0.00932272,0.89992467,0.39009136
2452996.5,-0.00816478,0.89982732,0.39004966
2452997.5,-0.02564886,0.89944775,0.3898855
2452998.5,-0.04312359,0.89878607,0.38959888
2452999.5,-0.06058311,0.89784261,0.38918995
2453000.5,-0.0780216,0.8966179,0.3886589
2453001.5,-0.0954334,0.89511258,0.38800603
2453002.5,-0.11281291,0.89332744,0.38723169
2453003.5,-0.13015468,0.89126333,0.38633627
2453004.5,-0.14745332,0.88892119,0.38532019
2453005.5,-0.16470353,0.88630201,0.38418393
2453006.5,-0.18190009,0.88340685,0.38292795
2453007.5,-0.19903782,0.8802368,0.38155278
2453008.5,-0.2161116,0.87679303,0.38005894
2453009.5,-0.23311638,0.87307674,0.37844699
2453010.5,-0.25004715,0.86908918,0.3767175
2453011.5,-0.26689894,0.86483165,0.37487105
2453012.5,-0.28366682,0.86030547,0.37290824
2453013.5,-0.30034589,0.855512,0.37082969
2453014.5,-0.31693128,0.85045263,0.36863599
2453015.5,-0.33341809,0.84512876,0.36632778
2453016.5,-0.34980146,0.83954186,0.36390569
2453017.5,-0.36607647,0.8336934,0.36137034
2453018.5,-0.38223818,0.82758492,0.3587224
2453019.5,-0.39828162,0.82121802,0.35596252
2453020.5,-0.41420175,0.81459436,0.35309141
2453021.5,-0.42999346,0.80771573,0.35010979
2453022.5,-0.44565161,0.800584,0.34701843
2453023.5,-0.461171,0.79320122,0.34381819
2453024.5,-0.47654639,0.78556961,0.34050998
2453025.5,-0.49177257,0.77769159,0.33709481
2453026.5,-0.5068444,0.76956977,0.33357379
2453027.5,-0.52175682,0.76120695,0.32994811
2453028.5,-0.53650493,0.75260608,0.32621906
2453029.5,-0.55108399,0.74377024,0.32238799
2453030.5,-0.56548941,0.7347026,0.31845627
2453031.5,-0.57971678,0.72540638,0.31442535
2453032.5,-0.59376182,0.71588486,0.31029665
2453033.5,-0.60762035,0.70614135,0.30607165
2453034.5,-0.62128835,0.69617917,0.30175182
2453035.5,-0.63476186,0.68600168,0.29733865
2453036.5,-0.64803704,0.67561227,0.29283364
2453037.5,-0.66111013,0.66501434,0.28823828
2453038.5,-0.67397749,0.65421132,0.2835541
2453039.5,-0.68663551,0.64320666,0.2787826
2453040.5,-0.69908072,0.63200378,0.2739253
2453041.5,-0.71130966,0.62060615,0.2689837
2453042.5,-0.72331897,0.6090172,0.26395932
2453043.5,-0.7351053,0.59724038,0.25885363
2453044.5,-0.74666533,0.58527914,0.25366814
2453045.5,-0.75799574,0.57313693,0.24840432
2453046.5,-0.7690932,0.56081725,0.24306366
2453047.5,-0.77995438,0.54832363,0.23764766
2453048.5,-0.7905759,0.53565968,0.23215786
2453049.5,-0.80095438,0.5228291,0.22659581
2453050.5,-0.81108644,0.5098357,0.22096313
2453051.5,-0.82096871,0.49668342,0.21526148
2453052.5,-0.83059788,0.48337634,0.20949261
2453053.5,-0.8399707,0.46991871,0.20365831
2453054.5,-0.84908406,0.4563149,0.19776047
2453055.5,-0.85793496,0.44256941,0.19180105
2453056.5,-0.8665206,0.42868686,0.18578204
2453057.5,-0.87483838,0.41467193,0.17970549
2453058.5,-0.88288585,0.40052934,0.17357347
2453059.5,-0.89066078,0.38626383,0.16738807
2453060.5,-0.89816107,0.37188015,0.16115136
2453061.5,-0.9053848,0.35738302,0.15486545
2453062.5,-0.91233016,0.34277717,0.14853239
2453063.5,-0.91899548,0.32806727,0.14215426
2453065.5,-0.93147986,0.29835405,0.12927099
2453066.5,-0.93729612,0.28335999,0.12276991
2453067.5,-0.94282673,0.26828046,0.11623191
2453068.5,-0.94807055,0.25312001,0.10965897
2453069.5,-0.95302648,0.23788316,0.10305306
2453070.5,-0.95769354,0.22257439,0.09641612
2453071.5,-0.96207077,0.20719813,0.08975007
2453072.5,-0.96615721,0.19175876,0.0830568
2453073.5,-0.96995195,0.17626066,0.07633818
2453074.5,-0.97345404,0.16070819,0.06959607
2453075.5,-0.97666252,0.14510572,0.06283232
2453076.5,-0.9795764,0.1294577,0.05604882
2453077.5,-0.98219473,0.11376864,0.04924749
2453078.5,-0.98451657,0.09804314,0.04243027
2453079.5,-0.98654103,0.08228591,0.03559918
2453080.5,-0.98826732,0.06650176,0.02875626
2453081.5,-0.98969477,0.05069557,0.02190364
2453082.5,-0.99082285,0.03487233,0.01504345
2453083.5,-0.99165119,0.01903708,0.00817789
2453084.5,-0.99217961,0.00319489,0.00130917
2453085.5,-0.99240811,-0.01264914,-0.00556047
2453086.5,-0.99233685,-0.02848994,-0.01242882
2453087.5,-0.9919662,-0.04432245,-0.01929365
2453088.5,-0.99129665,-0.06014168,-0.02615277
2453089.5,-0.99032887,-0.07594268,-0.03300398
2453090.5,-0.98906363,-0.09172057,-0.03984515
2453091.5,-0.98750183,-0.10747052,-0.04667416
2453092.5,-0.98564447,-0.12318779,-0.05348891
2453093.5,-0.98349266,-0.13886769,-0.06028735
2453094.5,-0.9810476,-0.15450559,-0.06706746
2453095.5,-0.97831057,-0.17009694,-0.07382725
2453096.5,-0.97528292,-0.18563728,-0.08056476
2453097.5,-0.97196611,-0.2011222,-0.08727809
2453098.5,-0.96836161,-0.2165474,-0.09396538
2453099.5,-0.96447093,-0.23190866,-0.1006248
2453100.5,-0.9602956,-0.24720183,-0.10725457
2453101.5,-0.95583712,-0.26242284,-0.11385297
2453102.5,-0.95109696,-0.27756763,-0.12041826
2453103.5,-0.94607654,-0.29263215,-0.12694875
2453104.5,-0.94077727,-0.30761232,-0.13344271
2453105.5,-0.93520054,-0.32250399,-0.13989837
2453106.5,-0.92934779,-0.33730293,-0.14631395
2453107.5,-0.92322053,-0.35200486,-0.15268762
2453108.5,-0.91682038,-0.36660541,-0.1590175
2453109.5,-0.9101491,-0.38110018,-0.1653017
2453110.5,-0.90320859,-0.39548474,-0.17153828
2453111.5,-0.89600091,-0.40975468,-0.17772533
2453112.5,-0.88852828,-0.42390558,-0.18386091
2453113.5,-0.88079308,-0.43793309,-0.18994309
2453114.5,-0.87279783,-0.45183288,-0.19597
2453115.5,-0.8645452,-0.46560073,-0.20193975
2453116.5,-0.85603799,-0.47923248,-0.20785051
2453117.5,-0.84727912,-0.49272407,-0.21370049
2453118.5,-0.83827159,-0.50607152,-0.21948793
2453119.5,-0.82901852,-0.51927096,-0.22521113
2453120.5,-0.81952308,-0.53231863,-0.23086842
2453121.5,-0.80978853,-0.54521085,-0.2364582
2453122.5,-0.79981819,-0.55794404,-0.24197889
2453123.5,-0.78961542,-0.57051472,-0.24742898
2453124.5,-0.77918365,-0.58291952,-0.252807
2453125.5,-0.76852634,-0.59515519,-0.25811154
2453126.5,-0.75764694,-0.60721856,-0.26334122
2453127.5,-0.74654895,-0.61910658,-0.26849475
2453128.5,-0.73523581,-0.63081632,-0.27357088
2453129.5,-0.72371091,-0.6423449,-0.2785684
2453130.5,-0.71197759,-0.65368951,-0.28348613
2453131.5,-0.7000391,-0.66484735,-0.2883229
2453132.5,-0.68789864,-0.67581559,-0.29307754
2453133.5,-0.6755594,-0.68659134,-0.29774884
2453134.5,-0.6630246,-0.69717166,-0.30233555
2453135.5,-0.65029751,-0.70755352,-0.30683639
2453136.5,-0.63738154,-0.71773389,-0.31125005
2453137.5,-0.62428021,-0.72770971,-0.3155752
2453138.5,-0.6109972,-0.73747795,-0.31981052
2453139.5,-0.5975363,-0.74703562,-0.3239547
2453140.5,-0.58390146,-0.7563798,-0.32800643
2453141.5,-0.57009672,-0.76550763,-0.33196446
2453142.5,-0.55612625,-0.77441636,-0.33582755
2453143.5,-0.54199431,-0.78310332,-0.33959452
2453144.5,-0.52770525,-0.79156595,-0.34326423
2453145.5,-0.5132635,-0.79980182,-0.34683559
2453146.5,-0.49867355,-0.80780858,-0.35030755
2453147.5,-0.48393993,-0.81558402,-0.35367914
2453148.5,-0.46906724,-0.82312604,-0.35694941
2453149.5,-0.45406009,-0.83043265,-0.36011749
2453150.5,-0.43892313,-0.83750199,-0.36318255
2453151.5,-0.423661,-0.8443323,-0.36614383
2453152.5,-0.40827838,-0.85092193,-0.36900062
2453153.5,-0.39277992,-0.85726939,-0.37175227
2453154.5,-0.37717026,-0.86337325,-0.37439817
2453155.5,-0.36145399,-0.86923223,-0.37693779
2453156.5,-0.34563565,-0.87484514,-0.37937065
2453157.5,-0.32971968,-0.88021087,-0.38169629
2453158.5,-0.31371045,-0.88532838,-0.38391432
2453159.5,-0.2976122,-0.89019661,-0.38602432
2453160.5,-0.2814291,-0.89481451,-0.38802588
2453161.5,-0.26516528,-0.89918095,-0.38991856
2453162.5,-0.24882489,-0.90329475,-0.39170187
2453163.5,-0.23241214,-0.90715466,-0.39337529
2453164.5,-0.21593133,-0.91075944,-0.39493827
2453165.5,-0.1993869,-0.91410784,-0.39639027
2453166.5,-0.18278339,-0.91719865,-0.39773074
2453167.5,-0.16612546,-0.92003075,-0.39895918
2453168.5,-0.14941787,-0.92260311,-0.40007511
2453169.5,-0.13266544,-0.9249148,-0.40107808
2453170.5,-0.11587309,-0.92696497,-0.4019677
2453171.5,-0.09904576,-0.92875292,-0.40274365
2453172.5,-0.08218846,-0.93027804,-0.40340561
2453173.5,-0.06530623,-0.93153985,-0.40395335
2453174.5,-0.04840411,-0.93253797,-0.40438669
2453175.5,-0.03148719,-0.93327217,-0.40470551
2453176.5,-0.01456054,-0.93374232,-0.40490971
2453177.5,0.00237078,-0.93394841,-0.40499931
2453178.5,0.01930169,-0.93389057,-0.40497433
2453179.5,0.03622719,-0.93356902,-0.40483487
2453180.5,0.05314227,-0.93298413,-0.40458111
2453181.5,0.07004201,-0.93213636,-0.40421324
2453182.5,0.08692152,-0.93102628,-0.40373153
2453183.5,0.10377602,-0.92965456,-0.40313631
2453184.5,0.12060079,-0.92802197,-0.40242794
